country,state,council_name,channel_title,channel_url,video_title,video_id,upload_date,video_length,location,nr_words,text,latlong
AUS,VIC,Greater Geelong City Council,City of Greater Geelong,https://www.youtube.com/user/CityofGreaterGeelong,RPC- Geelong Business TV,9JXpeANiQU8,20121218,128.469,"30 Gheringhap St, Geelong VIC 3220, Australia",267,my name is elena 's a bolero from RPC RPC is a global leader in the design engineering and manufacturing of fiber composites and advanced materials we specialize in defense infrastructure pipe systems resource energy transport sector offering integrated engineering and manufacturing solutions we have 500 skilled staff across five custom production facilities in seven hills newcastle south australia jalan and bottom island in Indonesia my name is Trevor hopeful I 'm the plant manager of cryo what our PC gives to would-be customers is on-site installation turnkey installation project based engineering anything that you would like we can fix for you we can engineer it with over 40 years of experience we 've had success and a performance track record second to none if the difference that offi CE can provide the customer is the quality of our people they are highly skilled a passion about their work and the work is sent and on the advantages of being part of the Northern Gateway is definitely transport proximity we are here because Geelong is conveniently connected by road see Aniyah to australia and the rest of the world RPC @ @ @ @ @ @ @ @ @ @ in dandenong we have local support from vkm engineering and Coventry fasteners because of the Northern Gateway all these people are easy to access and use it to come back to our part of our pcs growth into the future is servicing the resources and energy sector particularly Olympic Dam expansion other developments South Australian other states it 's a very exciting time for our PC you,"(-38.1471348, 144.357582)"
AUS,VIC,Greater Geelong City Council,City of Greater Geelong,https://www.youtube.com/user/CityofGreaterGeelong,Finally Falling Down,9GOfEyJRg78,20140321,153.81900000000002,"30 Gheringhap St, Geelong VIC 3220, Australia",349,this place was apparently an old bus station and it 's on my lap station road and initially my mum was quite interested in this particular place every time we drove past it just just couldn 't believe at the state of it pretty much and how it was still standing and it was just amazing because it was like caved in on itself it had bits of wood holding it up and just bits of metal and tin and everything like that so over the years every time we sort of drove past it would just check on it just to see if all was still standing and yeah we 'd just be amazed every time that it was and so it became sort of I guess talking point for us when we were in that area or just something that we used to sort of tactics of every time we drove past it and so for a birthday I decided to go to the site and take a few photos of it for it always looked as though it was about to fall down and just you know @ @ @ @ @ @ @ @ @ @ there was you know really really strong winds or if we had any storms or anything and we just go fast and just think wow how does that still stand and yeah just last year when I was overseas in the UK and my mum sent me an email telling me that it had fallen down of its own free will so I felt a little bit sort of a little bit disappointed because it sort of had so much character sort of had just a life of its own pretty much so yeah it was a bit a little bit disappointing but I 'm glad it did fall down on its own accord as opposed to being knocked down I think they 're building a house on it at the moment not exactly where the shed was standing but just on the same block from it you you,"(-38.1471348, 144.357582)"
AUS,VIC,Greater Geelong City Council,City of Greater Geelong,https://www.youtube.com/user/CityofGreaterGeelong,Skill Shortages Survey,WzaXF8i6w08,20120903,86.979,"30 Gheringhap St, Geelong VIC 3220, Australia",239,the 2012 school shortages report has recently been completed by the City of Greater Donal 's economic development unit this skill shortages report actually details the current skill shortages and also those projected into the next 12 months this year 's 77 employers filled in our skill shortages survey and they indicated that there are 250 jobs that are currently insured each in Jalan the shortages are primarily in the areas of health and education in these two sectors detail about a third of those skills shortages other sectors including manufacturing and tourism manufacturing includes specialist skills and the tourism sector predominantly is those jobs that are either temporary of nature or those that are seasonal the shortages that are reported are those that are from entry-level positions all the way up to highly skilled positions the economic development staff work across all levels of employment to assist the businesses to retain their most important asset which are their staff this includes pathways from education to employment and also assisting businesses to fill those highly skilled positions with global workers this survey provides an insight into how we can best @ @ @ @ @ @ @ @ @ @ the 2012 skill shortages survey for Geelong visit our Geelong Australia website for more information on how the economic development unit can be of assistance for your business just send us an email or give us a call you,"(-38.1471348, 144.357582)"
AUS,VIC,Greater Geelong City Council,City of Greater Geelong,https://www.youtube.com/user/CityofGreaterGeelong,A Sea of Faces,4qKb-j31g6k,20140320,182.5,"30 Gheringhap St, Geelong VIC 3220, Australia",301,1945 was involved in the mr. long bathing beauty competition a talent scout came to the cryo theater and asked the manager at that time mr. Finkelstein if he would agree to have some of his staff into the contest we as a charrette were taught deportment and to walk gracefully if possible down the the concrete steps was a little bit different to the carpeted steps in the theater my mother she was a wonderful help she said well let 's be different so my mother made me an absolutely gorgeous two-piece not a bikini but a two-piece strikingly bright and beautiful satin that stepping out in the sunlight it would show up nicely it wasn 't just parading your body just for the heck of it it was all to do with helping in some way with the war effort and fundraising there was so many servicemen there too they 'd come down from all around Victoria even interstate the sailor hats there was army there was air force and here they all are there and us girls parade again when I first stepped out from the changing @ @ @ @ @ @ @ @ @ @ and was absolutely thrilled that the the sea of faces there were people right around the children 's pull out on the beautiful promenade where you can see further out if you raise your eyes a little to the you yangs and aww I breathed in this lovely salt air and I thought here I go here I go so down I drop and the cheering and clapping of the crowd and the same beautiful happy faces was just a wonderful experience it was just a great great feeling and bought a lot of joy to a lot of people you,"(-38.1471348, 144.357582)"
AUS,VIC,Greater Geelong City Council,City of Greater Geelong,https://www.youtube.com/user/CityofGreaterGeelong,Eastern Geelong Business Network,D3fCeIKjQTE,20131209,85.24,"30 Gheringhap St, Geelong VIC 3220, Australia",204,we 're here today this is our fresh ideas kitchen showcase today it 's a great opportunity for people to who are considering designing and building a renovation or a kitchen that they can come and actually meet us and have a look at the different finishes that are available it 's been a fantastic day we 've had cooking demonstrations today we 've with what we 've got haefeli bus here with all the latest opening and shut gizmos and gadgets and draw systems and hardware so it 's a great opportunity for people to see things that normally you would see in a catalog the eastern Jalan business network group is a great group designed to help young businesses network with other businesses to help grow the businesses and create employment through outage along in the community it 's been beneficial for me as far as networking and also provided me the opportunity to actually help other businesses as well for people in businesses are I judge people and recommend them to join to gain that sort of experience it 's a privilege to be part of the @ @ @ @ @ @ @ @ @ @ there and come along,"(-38.1471348, 144.357582)"
AUS,VIC,Greater Geelong City Council,City of Greater Geelong,https://www.youtube.com/user/CityofGreaterGeelong,40 Years After the Fire,tiBF2tr2OJA,20140319,199.01,"30 Gheringhap St, Geelong VIC 3220, Australia",576,about nine o 'clock in the morning the kids were listening to Humphrey and the lady next door she was hanging out the washing and she said I miss all those ashes are going around come in for a cup of tea so the kids all hurt the children are watching Humphrey and then I 'll put the radio home because I stopped the fire brigade at the front so what 's going on this our mill rides the least of our worries South back inside then put the radio and I said everybody lies evacuated and we 're still sitting it by Tom meringue her husband he came and he wasn 't allowed back in Talara by then so he came on the medium strip he drive because he took my kids there and I 'm going to get them and um it would have been ten minutes after got home that the house was gone and you know the silly things you do I went back inside turn to tele off and and then I thought oh my mom 's dog who was in the laundry so I @ @ @ @ @ @ @ @ @ @ the front yelling get out of that house and don 't look back I got in the car look back and the house is all like a big round ball and it just exploded the it just went and the house next door was brick and that just melted the fire itself it came so fast it was oh you just can 't imagine the speed of it and the noise and that 's a lot of people say that even now when I talk to people about it the noise of the fire was horrendous if there was seven houses in our wrote that were burnt and I didn 't want to go back I was so frightened of it but it was mainly my two kids mark and karen that have because one mark was ready to go to kinder and he wanted to go to kinder back of a crook you know when we go back to my kinder and it was because of then they felt that that was their home and when we got the curb and they were quite happy they were back in @ @ @ @ @ @ @ @ @ @ to kinder and mama happy the next day after the fires my mum and my dad and my brother went down to the house to see whether they could save anything of any description and the only thing they found in all the ashes was this little bars and it 's amazing and I really treasure it because it 's something that is all I 've got left from the ten years beforehand on the eleventh of january we 're having a reunion at the lower fire hall and it 's a suit to have a memory of 40 years ago and to meet up with people there 's a lot of people that have passed away already and so it 'll be sad and it 'll be good and I really think maybe its closure maybe we should have had this thing look at the 10th anniversary of it maybe we should have had it a lot earlier because a lot of people are now so I want to come because it will be closure,"(-38.1471348, 144.357582)"
AUS,VIC,Greater Geelong City Council,City of Greater Geelong,https://www.youtube.com/user/CityofGreaterGeelong,I Rode A Pony,3yz4eDFt3f0,20120112,129.53,"30 Gheringhap St, Geelong VIC 3220, Australia",269,well i was born on the top of the hill was born in jalan but I lived my first seven years on the top of the hill where the Drysdale disposal depot is now and for me to the poor dungeon school I boda pony we I had an ax one older sister and the two of us lived there and both wrote ponies to school however there was 11 of us that road ponies to school from in that area there door five Jimmy Henderson 's one wotty Henderson to Lenny Batson and to Valley Bert sins we 'd ride the ponies down here and we were fortunate because we belong to the Church of England and behind the church of england was a stable so we could put our ponies in the stable and of course we had dry settles and dry bridles and joy pain and it was lovely but the unfortunate Henderson 's had to put their ponies in an open paddock and of course they got absolutely dredge we used to have a lot of heavy rains in those days inches of lanes and a @ @ @ @ @ @ @ @ @ @ hadn 't been put in in those days and weirdest Romero wars over floods and things like it was one of jackie 's causing another one ran that he would have called it just about a bit since crossing I 'll suppose round the other side of it however we never had any problems will never ever face but I was just part of the life so we did,"(-38.1471348, 144.357582)"
AUS,VIC,Greater Geelong City Council,City of Greater Geelong,https://www.youtube.com/user/CityofGreaterGeelong,Perfect View,Ik4ZtydVVFw,20140318,140.29,"30 Gheringhap St, Geelong VIC 3220, Australia",360,I started horse riding when I was 11 I live in New and west and it 's a lovely bank so it 's a couple of minutes drive so it 's sort of knew where I live when I go out of the walk I feel like I 'm out in the countryside and it feels really nice because I just had the fresh air on my face and its really nice scenery the first horse I ever rode his name was Boris I like to ride him out in the walk because i felt like i was out in the country and it made me think of the scenery 's that 's out there the wildlife rabbit like rabbits and hares and all of the things like that so that 's why I got into all shouting the first time I ever fell off it was on Bob Hawke I went to canter but he wouldn 't shop and he was going a bit fast but it didn 't really hurt me that much so it was pretty good the first horse I ever really got to bond with @ @ @ @ @ @ @ @ @ @ he 's really good he 's pretty good for me because we 're like best buds and I know it sounds because like having the horse is your best friend but like I feel happy when I 'm writing I don 't have to worry about anything else that 's going on in my life and if I 've been having trouble with friends and bullying and stuff he just he 's there for me and he really helps me cause I 'd only live in town it 's like really when you go to the country you can just dress how you want cuz no one 's really going to care so it 's sort of like a second wife for me like I have a country life but then I also have just my normal city life so yeah it 's really nice having just another life so you can live every whatever night you do party you,"(-38.1471348, 144.357582)"
AUS,VIC,Greater Geelong City Council,City of Greater Geelong,https://www.youtube.com/user/CityofGreaterGeelong,The Peoples Park,D6iicir0nsM,20120426,324.55,"30 Gheringhap St, Geelong VIC 3220, Australia",793,"Emily so tranquil affair which we 've just held is it is a key up to thing providing the tourists and the community with a day out where I can have fun and listen some music tickets it 's a day for that and it also has the other other benefit of bring fundraiser for us is that even though that enables us to do what we do now it 's hard work raising money from sausage sizzles and things sell it again about heileen 8880 a seven a couple of people called James and Greek bought the bulk of the land with the original ice and gravies they also made this park available to the Wesley church on the condition that they appointed trustees to manage it and look after as a place for Sunday School picnics and other gatherings but the thing about them being trustees disappeared and they claimed they had legal title to the land as a property trust because we did argue that they had a responsibility as the trustees to fort to make sure the park stayed as a park for the public websites @ @ @ @ @ @ @ @ @ @ gatherings met everybody having sort of found that they no longer really had a use for it face sought to have it resound for residential development the 1996 it became serious they 've made the application to the council for its reasoning and so forth and so people of ocean grove started to have meetings they did ask her chap there was a advertising marketing person to help them and he said you 're not going it you have to get Colin to do it so I got approached to sort of look at it he went and studied all the area and looked at state policies and public open space we looked at where the open space was we did a survey e of you know the way unitive are occurring which is all around the middle of middle of the area so we 're saying that private Oh private open space is disappearing because and the more you get unit development even if they 're older people grandparents won 't have anywhere to take the kids when they visit and all that so we put off so we @ @ @ @ @ @ @ @ @ @ we 'd one of our members that had a look at the yellow gum in the park anyway it 's now been i listed us and it was earth as an endangered species what we said would you want better get any has on the outside because there 's endangered species all around the edge so that was sort of a game we 're applying and we kept putting the pressure on the younger local member we said in local eighteen hundred signatures this is your electric we were hiding under secrets s and then what this then one day rain me and said look Colin could you race has 300,000 I said I 'll cut it out and he said well what about 200 so I said well we 'll give it a good go and the minister then came down one Sunday after on Sunday about lunch time he came to him and he said that he had bought the price live didn 't tell us have for how much but he said he bought it and he also said that from that day we have to accept @ @ @ @ @ @ @ @ @ @ before the election the Labour Party people said that it 's wrong that the people of ocean grove should have to be raising all this money to save this park and so they came down and brought the title with the besides all fixed so we didn 't have to raise any more money to save the part there 's nowhere else you can 't create a purse pacing in in Ocean Grove anymore in what we mean I wasn 't frequently now his old ocean grove oh I believed that it had to be done so the Sun degree it was a it was a job something that had to be achieved it wasn 't something it 's emotional I think it is to other people I mean you know I think it 's right in our tendency to do things I 'd like to think I do things that are right and i think so i believe that was right and I was a wrong doing for that part to be turned into something else when it was deliberately set aside over a hundred years before for such a thing you","(-38.1471348, 144.357582)"
AUS,VIC,Greater Geelong City Council,City of Greater Geelong,https://www.youtube.com/user/CityofGreaterGeelong,On the Edge of Town,kSOAmvmfv18,20140318,147.04,"30 Gheringhap St, Geelong VIC 3220, Australia",378,full of beans about 65 64 when we camped here the reason I suppose we moved he was the forcibly removal stuff yeah the welfare system I went to five different primary schools and I suppose one of the ways of keeping ahead of the welfare system was to keep moving and we end up living out here for six months in the caravan with a little potbelly stove at the front of the caravan and we had the creek there and was in better condition what it is now and you could actually came to the creek and throw a line in back then but not so much today but yeah so this is where we lived for about six months just to keep ahead of the welfare system i suppose and there was cheap accommodation because we did to have much that much money back then the old man will stepfather he was in and out of work all the time yes just one way of surviving I suppose was third world type conditions but we were happy yeah we had food we had the money to the @ @ @ @ @ @ @ @ @ @ things but we were still poor but we had the necessities and that 's all that mattered and I suppose another part of the reason why we camped at here is because we couldn 't get a house in town anyway for the fact that the old man have married an Aboriginal woman say it cuz I 'd ask him who 's going to be leaving the house on my wife Ryan and who 's you were iron and that 's that well no so we don 't have asked there 's still a lot fair bit of racism back then you and it wasn 't nice for a white man to marry an Aboriginal woman so to speak so there was a lot of that sort of stuff but the old man didn 't give a continental anyway because as i said here 's the black sheep of the family and he was going to do things he 's waiting no matter what and he didn 't give a continental what race my mother was you you,"(-38.1471348, 144.357582)"
