country,state,council_name,channel_title,channel_url,video_title,video_id,upload_date,video_length,location,nr_words,text,latlong
AUS,QLD,Brisbane City Council,Brisbane City Council,https://www.youtube.com/c/BrisbaneCityCouncil1,School lesson - How to plant a native tubestock,ZDsf8TSwWuU,20200715,137.9,"Brisbane City QLD 4000, Australia",347,hi everyone its Fiona here from the environment centers so today I thought they 'd talk to you about planting natives planting natives in your backyard is a fantastic thing to do because it helps to improve our biodiversity how biodiversity is the number of plants and animals that you have in an area so today I 'm going to be planting this plant here it 's for the leptospirosis beautiful little pink flowers now these will be fantastic for attracting things like native bees and butterflies so I 'm really excited to see how this plant goes now to get our plant out of the pot what we do is we give it a bit of a swish all around the edges and then we 're going to tap it very carefully now that fingers across the plant like this so we don 't damage it give it a tap and something solid [Music] now I 've already pre dug my hole here and a good trick to do so actually put your pot into the hole to check that it 's the right size that 's pretty good @ @ @ @ @ @ @ @ @ @ 'm just the break place apart a little bit to help the plant take off in the soil making sure that we get that all around the plants root system and pushing it down firmly so that doesn 't flop over next thing that helps the plants to grow is adding some mulch just around the back and we don 't want to put it right up against the plant so make a bit of a doughnut shape I guess okay more the better really that 's simple now the last thing we need to do to make sure our plant is nice and healthy is fee able to really good water and then we should be good to go make sure your water your plants quite regularly when it 's best spawn in the ground thanks good luck why don 't you all plant plant [Music],"(-27.4704528, 153.0260341)"
AUS,QLD,Brisbane City Council,Brisbane City Council,https://www.youtube.com/c/BrisbaneCityCouncil1,Good dog behaviour in off-leash areas,fGdexjI3IPo,20200614,154.619,"Brisbane City QLD 4000, Australia",423,[Music] hi I 'm Joe from SOS dogs here with some tips on how to use our beautiful foreshore dog off leash areas Brisbane City Council has three trial for shil dog off leash areas located at manly Nagi Beach and Sandgate these areas are now open to give you even more opportunities to exercise your dog in the places that make our city great walking your dog in a foreshore off leash area is great exercise for your dog and you being able to control your dog is essential for the safety and enjoyment of all users of these shared spaces this includes people other dogs and wildlife then your dog ready to be off leash starts at home with exercise and discipline this builds trust respect and love from your dog this in turn gives you that wonderful gift of a loyal happy and balanced dog affection to a dog is not what you may think affection to a dog means exercise and structure they love to experience the world and have a strong connection to us we can achieve this by building better bonds with our dogs @ @ @ @ @ @ @ @ @ @ dogs love exercise and the walk is a dog 's highest level of affection mornings are always the best time to do this activity so you can achieve a happy calm dog through the day spending time and an off-leash area is all about your dog not you be alert what 's your dog it 's certainly not the time to be engrossed in your mobile phone help your dog work out what 's acceptable in an off-leash area just like teaching kids this is a space where your dog needs your help and guidance move around the dog off leash area to avoid claim space this makes for a better experience for your dog practice taking your dog to an off-leash area when they are calm this isn 't a time or place to create excitement before you go this will set your dog up for a better social experience think of a dog off leash area like a cafe for dogs not every dog is suited to being off leash if your dog has strong prey instinct to chase other animals use a leash sometimes you may need @ @ @ @ @ @ @ @ @ @ a training workshop can certainly assist let 's work together to make our Forshaw dog off leash areas great spaces for everyone [Music],"(-27.4704528, 153.0260341)"
AUS,QLD,Brisbane City Council,Brisbane City Council,https://www.youtube.com/c/BrisbaneCityCouncil1,School lesson - Mangrove adaptations,kHiCUwKkdWc,20200714,479.57,"Brisbane City QLD 4000, Australia",1080,[Music] we 're down here at Nagi Beach the Tavel band dargon mangrove Walk which means place of saltwater and today we 're going to look at six different mangrove species and we 're gonna look at their adaptations to dealing with this environment when we talk about adaptations we 're talking about unique features which enable a plant or an animal to survive in a particular environment or habitat yes so these particular mangroves have to do with a higher man of salinity okay so we 're gonna look at a few different ways they deal with that absolutely it 's a very challenging environment but now a mangrove species up to the challenge let 's have a look at number one let 's do it Wow first mangrove we 're gonna look at today is the milky mangrove also known as the blind your eye because you don 't want to get this SAP in your life where would we find this Bango it 's found more at the high tide mark so it doesn 't get full inundation with saltwater like some about other species but it @ @ @ @ @ @ @ @ @ @ how does it do this it is a salt concentrator so it concentrates the salt in its older leaves and then those leaves drop off and that 's its way of getting rid of excess salts in the plant sort of like a sacrificially introducing the yellow mangrove so obviously the tell-tale sign that it 's a yellow mangrove that yellowish green Econ telltale sign is the leaves always point upwards this mangrove species have a buttress root which means their roots and to sit above the surface of the month and that helps them to stabilize the cool thing that these guys they have cool proper guilt and that 's their C+ long it 's sticking yeah and what they 'll do they 'll break off land in the water and they 're always float vertically okay once they fight find some mud I 'll actually grow on you over here we have the river mangrove which has a very specialized adaptation of dealing with this saltwater environment if you have a really close look at the leaves you 'll notice some fine salt crystals all over the leaves @ @ @ @ @ @ @ @ @ @ extrudes salt from its leaves so therefore getting rid of salt from the plant it also concentrates salt in the old leaves as well the river mangrove gets some pretty white flowers that have a smell of right bananas and animals such as bats are good pollinators for the river mangrove [Music] [Music] so down here we have a beautiful example of the iconic mangrove species the red mangrove they have these really iconic prop roots which are really obvious and distinguish them from some of the other mangrove species they give the name red mangrove from the red color on the roots and the other cool adaptation that they have these thick waxy leaves and that helps them to retain some some of the moisture their strategy for dealing with the saltwater environment is that they 're blocking salt uptake from their roots and also concentrating salt into the older leaves and they also have their seed pods which are called proper gills and they 're really long on this species kind of cigar shape and they actually quite vertical much like the yellow mangrove this is probably my @ @ @ @ @ @ @ @ @ @ glassy leaves and they 're quite waxy that helps to retain water and their strategies or their adaptations for dealing with salt to exclude salt at the roots and also again concentrated in the old leaves and get rid of it that way one thing I really love about the orange mangrove is the way that their seed pods or potted you grow the kind of look a little off the puss Oh happen Papa Papa do you grow from the middle and then off and that 's like the red mangrove and the yellow mangrove will float around till it finds a suitable spot in the mud or the sand to grow a whole new mangrove it 's really cool hey that 's an impressive holiday isn 't impressive hello so this is in the gray mangrove once they get to this largest size we can develop hollows and really really really habitat absolutely there 's all kinds of species in the mangroves here that will utilize a piece of real estate like a tree hollow like this you might find snakes living in there you might find different @ @ @ @ @ @ @ @ @ @ shelter so the most dominant species of mangrove in the boodle wetlands is the gray mango which is what you see all around us now this is a pioneer species and what that means it 's the first species of mango to grow in this area and they 've got pretty big and they can grow to a very very ripe old age the thing that you will notice about the gray mangrove is all these little tangle pencil like things sticking up from the mud and that 's part of its root system we call it no matter force they help the gray mangrove to breathe essentially to absorb oxygen and exchange gas even though they 're down in the mud so gets those roots up out of the mud to enable gas exchange [Music] so as you can see mangroves are really really important for the Wawa absolutely habitat but as well as that they 're a carbon sink they protect against erosion and they 're really important for filtering all kinds so how can we work together to protect mega roads we can act to keep that @ @ @ @ @ @ @ @ @ @ centers and that 's take the reef or the sea and what that means is take if you can take three pieces of rubbish every day you 're going to be doing parts for helping a wetland like this well that 's it from us guys make sure you come out and experience the vendor wetland in particular work walk the tab will be dark and track here in such a hope to see you soon see you later [Music],"(-27.4704528, 153.0260341)"
AUS,QLD,Brisbane City Council,Brisbane City Council,https://www.youtube.com/c/BrisbaneCityCouncil1,STEM - M&M rainbow with Nanga and Bec at Banyo Library,mEjEFq8xWsU,20200701,172.16,"Brisbane City QLD 4000, Australia",388,hi guys so welcome to library live at banyo my name is beck and this is nana hi and today we 're going to be doing a experiment called m ms of water so i have very exciting okay so what you need for this is basically a plate a round plate you need a packet of eminence and you need some water hang on a minute should we ask mum are we allowed to go in the kitchen and get some plates and some water so my mum would have to help us okay so if you need mum to help you mom please help okay okay right so first you 've got to take your m m 's the [Music] do it how you do it okay is that too many beats is that too many i think you might need to just make one line all right is it good to have the same colors next to each other or not you can if you like but i find the rainbow looks prettier if you 've got different colors okay so don 't eat all your favorite @ @ @ @ @ @ @ @ @ @ okay okay so once you 've got your m m 's all on a circle you want to get your water yes and you might need your mum to help you with this pipe it 's a bit heavy but you just want to pour your water carefully on the plate until the m m 's are covered and then watch what happens so you might be able to see the color leaking out of the m m so when the water touches the m m 's the colors begin to dissolve off the m m and run into the water and because of the shape of the plates and the position of the m ms the colors have nowhere to go except the middle of the plate and the result is a beautiful rainbow this is a bit tricky so doesn 't that look pretty awesome and it 's very easy so yeah the result is a beautiful rainbow we hope you guys enjoyed this library lab version at vanilla library and hopefully we 'll see you again really soon bye everyone see you next time you,"(-27.4704528, 153.0260341)"
AUS,QLD,Brisbane City Council,Brisbane City Council,https://www.youtube.com/c/BrisbaneCityCouncil1,STEM - Paper chains with Sonya and Emily at Chermside Library,BFFCIQFbDH8,20200714,199.599,"Brisbane City QLD 4000, Australia",459,hi i 'm sonja and i 'm emily and we 're from churnside library and today we 're going to do a stem activity that you can do from home alrighty it 's super easy and emily and i are going to have a bit of a competition to see who makes the longest chain so what we 're going to do differently though is i 'm going to cut lengthways to see if i can make a longer one and i 'm going to cut width-wise all right you ready yep let 's see if it can win so just going to cut strips first now we have finished our cutting so now is where we start to make the paper chain so will the skinny long one pieces make it or will the shorter wider ones make the winning chain so we just sticky tape them together like this in a circle then you get your next one and you loop them through there make another circle and sticky tape that one together and then you keep on going keep on going like that and all of these @ @ @ @ @ @ @ @ @ @ so there 's nothing different scissors paper some sticky tape we 've got our chain going how are you going i 'm getting there going wrong now we 're finished making our chains and we 're going to measure them to see who the winner is was it the long paper or was it the shorter paper and the smaller circles so mine is just under one meter well it didn 't quite make it let 's see how soon it goes who do you think the winner is going to be the length one or the width one so i 'm going to start mine there at the beginning thank you emily oh look there is a clear winner let 's see we 're winner let 's see how long we can make the winning chain so mine is actually one point two that 's good isn 't it so okay are we going to stretch it yep all right okay as long as possible right look at that look at that look at that one point four four one point four five that 's pretty good and now @ @ @ @ @ @ @ @ @ @ to stretch this one sure let 's stretch this one and see how the length one the length of the chain one point three still didn 't make it still like it but it 's still pretty long excellent thank you very much for watching us and spending time with us this afternoon and happy chain making [Music] bye,"(-27.4704528, 153.0260341)"
AUS,QLD,Brisbane City Council,Brisbane City Council,https://www.youtube.com/c/BrisbaneCityCouncil1,Reduce business waste and save,TaKomJz7SwU,20200611,100.82,"Brisbane City QLD 4000, Australia",248,that perfect potion we are setting new standards for packaging in the retail and cosmetics industry Brisbane City Council 's business recycling program helped us reduce our waste recycle more and provide our customers with a more sustainable product a council office have worked with us throughout this process and provided customized solutions they also helped us increase recycling at our head office we have moved away from plastic packaging and plastic containers for 90% of our products we now offer a discount when customers bring back glass containers for refills on several of our products and where we have not been able to find a suitable replacement for plastic we are now using recycled PE tea all cardboard boxes that would have otherwise gone straight into our recycling bin are now used to wrap our glass products eliminating the use of plastic bubble wrap the nature of our products meant we had to invest in research and development to ensure our products would still work effectively in their new packaging it took time and commitment to get it right but we are proud to deliver a more sustainable product @ @ @ @ @ @ @ @ @ @ changes we have made and recognize our commitment to being clean and green you don 't have to figure it out on your own Brisbane City Council can provide customized advice on how your business can reduce waste and be more sustainable it 's just good business you,"(-27.4704528, 153.0260341)"
AUS,QLD,Brisbane City Council,Brisbane City Council,https://www.youtube.com/c/BrisbaneCityCouncil1,School lesson - Life cycles,f-UQD_d74Ic,20200714,334.529,"Brisbane City QLD 4000, Australia",310,[Music] hi my name is Jackie I work for the Brisbane City Council environment centres and we 're here today at one of the councillor reserves the funda wetlands there 's a brand new environment Center here to explore which is really exciting today we are going to be investigating the life cycles of some of the unique plant and animal species that live in the group of wetlands there 's lots to explore and lots to learn so let 's go [Music] the life cycle of the butterfly is a great example of what 's called abrupt metamorphosis which basically means big changes butterfly starts out its life as an egg emerging from the egg is a caterpillar which feeds on the host plant of the butterfly the caterpillar eventually becomes a pupa inside a chrysalis and out of the chrysalis of course eventually emerges the adult butterfly so there we have the complete life cycle of the butterfly [Music] in contrast there are other species that experience a more gradual metamorphosis for example the millipedes they start out life again as an egg emerging from the egg is @ @ @ @ @ @ @ @ @ @ bigger before eventually maturing into the adult millipede and there we have the gradual metamorphosis the lifecycle of the millipede [Music] the lifecycle of the frog is really amazing if they go through some incredible changes in their life they start out as an egg usually a frothy egg mass that you can see in the water out of that emerges a tadpole so they 're swimming around in the water eventually they lose their tail they grow some legs and they hop out onto the land as a little juvenile or metamorph frog before growing bigger into an adult frog what an incredible lifecycle of the frog has [Music],"(-27.4704528, 153.0260341)"
AUS,QLD,Brisbane City Council,Brisbane City Council,https://www.youtube.com/c/BrisbaneCityCouncil1,STEM - Bean in a jar with Ashlee at Brisbane Square Library,7BMqPpUyyR8,20200701,94.56,"Brisbane City QLD 4000, Australia",295,hi everyone my name is ashley and welcome to stem at brisbane square library today what we are going to be doing is we 're going to be growing some seeds out of some jars so to get started we just need a clear jar so we can see what 's happening inside we need some seeds i 'm using beans today we need some water and some paper towel so to get started we 're just going to grab our clear jar we 're going to scrunch up some paper towel i 'm gonna squish that in like so we 're gonna grab two of our seeds and we 're going to pop them in we 're going to fill it up with some water we don 't want to drench the paper towel we just want to dampen it just a little bit like so now for the last step we 're going to close up our lid in a couple of days the seeds are going to start to grow and this is called germination so with my one here this one has been growing for about @ @ @ @ @ @ @ @ @ @ come so we 've got the seedling here with the sprouts that 's come all the way up here outside of the jar and this one has been growing for about three or four days now and it 's almost there as well so thank you all for coming to stem today and don 't forget we have so many amazing resources on our ebook so if you 're looking for more science experiments you can access those so thank you for joining me i hope to see you all soon so see you later,"(-27.4704528, 153.0260341)"
AUS,QLD,Brisbane City Council,Brisbane City Council,https://www.youtube.com/c/BrisbaneCityCouncil1,STEM - Milk rainbow with Nanga and Bec at Banyo Library,OtNdeOh8Z0I,20200713,191.6,"Brisbane City QLD 4000, Australia",447,hi everyone welcome today a library my name is Noah and I 'm back today we 're having a library lag what soever there it 's when you get things that you have at home you can do a bit of an experiment okay what 's another mode did I hit wall in the background so I 'm excited so what you need for your milk rainbow first is mom and dad 's permission okay I go touching things in your kitchen because you need to be safe for today 's experiment you just need these few items that you might have at your home okay we 've got milk it can be any milk if we 've got food coloring sometimes you can buy in a box we 've got this washing liquid and we 've got cotton buds so if you need to go and grab those now pause the video okay soap additional need your plate you 'll have a little saucer with some dishwashing liquid in it you 'll have your milk you 've got your cotton buds ready to go and you 've got your @ @ @ @ @ @ @ @ @ @ okay pour milk onto the plate and talked about half-full be really careful if you need mum and dad to help you just get them to help now we 're going to drop the different food colorings why meadow time be very careful and mixed which other in the role and the wait look at that pretty color okay now take your cotton bag dip it into the dish soap make sure it soaks it all up then we 're going to place the tip of the cotton bag into the middle of the plate where the food coloring is that counsel everything see how its whirling around when the dish soap is added to the milk with the food coloring on the surface the soap reduces the surface tension of the milk and reacts with a fat inant this interaction causes the fat particles of the milk to move and creates the swirls of color the fat and proteins and milk are very sensitive to change so when the dish soap is added it causes a chemical reaction so in fact joined together which creates the movement how cool @ @ @ @ @ @ @ @ @ @ it hope you enjoyed that that was lots of fun back being cut now is cleaning up the meanness how cool is that you get to help away everything okay so mums and dads thank you for letting me talk to you too kitchen okay thanks guys,"(-27.4704528, 153.0260341)"
AUS,QLD,Brisbane City Council,Brisbane City Council,https://www.youtube.com/c/BrisbaneCityCouncil1,Edible flowers with Linda Brennan,hz-lJx45Zmw,20200630,359.6,"Brisbane City QLD 4000, Australia",992,hi everyone its Linda Brennan from echo Botanica here you 've probably met me at a brisbane council library sustainability program but seeing the libraries are closed today we 're going to help you live more sustainably at home by inviting you into my garden to see some of those fantastic edible flowers we grow here and the first one I 'd like to introduce you to is this gorgeous one here this is a sunflower they grow beautifully all through the year in our subtropical garden and I 'm very happy to have them in the vegetable patch see how they really attract the insects there 's bees hovering around them at any time of the day I use these for the sunflower seeds which are edible but I also use the petals in sunflower pesto it 's absolutely delicious let me pick one and add it to the basket now the next one we 're going to look at in the garden resembles a sunflower a little bit but I grow it because the insects love it so much and that is cosmos now there are a few @ @ @ @ @ @ @ @ @ @ 's and cosmos cordifolia they 're all edible and look at them here these are some gorgeous pink cosmos they 're delicious there 's these little so furious here which are yellow and then finally we also grow these little ones in the garden they 're only small but these are called cosmos bright lights and all of these flowers are really very popular for people who are doing cake decorating or maybe even putting into Tov ears or on little cupcakes they 're gorgeous the petals of these drive very well so if you 'd like to harvest some of them you can do that and dry them off at a very low temperature where you can use those as a floral confetti later in the year it 's a very sweet the other thing with the cosmos is this the cosmos have a very dry little seed head once the flowers finished and when you crumble them up in your fingers like this you can either throw them back on the garden where they 'll happily grow again for you in another couple of months or you can @ @ @ @ @ @ @ @ @ @ the season that you 'd like them to grow in so they give you a wonderful floral confection in your garden they 're gorgeous to grow and excellent for insects as well if you 've got a shady garden I 've got a couple of edible flowers that are perfect for you and the first one is Chinese lantern or a beauty line you can grow these in a pot or in the ground and when you use them you take out the central stamen and you can pipe the center of that with sweet or savory mousses it 's delicious pentas are a beautiful old-fashioned flower for shady gardens and they 'll bloom throughout the year the great thing about it though is that they 're edible when you pick a bunch of flowers which is a little head like this you get a whole series of tiny stars which look gorgeous on birthday cakes or in salads the thing to remember though is if you do want flushes of flowers throughout the year you need to take off all the dead heads that stimulates more flowering and a @ @ @ @ @ @ @ @ @ @ these ones these are called dianthus and they 're related to carnations they 're also called pinks and they have a light flavor of clove they 're very popular for little cupcakes and also very popular to take off and dry because the little petals make a beautiful dried flower confetti which you can use on all sorts of applications both savory and sweet so there are two things to remember about these edible flowers and any edible flowers actually if you would like to have a long season of flowers and you haven 't picked all of them to eat you need to go back and deadhead your flowers so any flowers that have died just take those off throw them into the soil just nearby and that will extend the flowering season of your edible flowers the next thing is you need to fertilize them so these have had a good feed with manure in the soil before planting and I come through about every two to three weeks and give them a liquid feed of something like a seaweed and fish and that really keeps them looking @ @ @ @ @ @ @ @ @ @ eat it 's really important that you grow them organically which means no fungicides and no artificial fertilizers you can grow them from seed as I 've done with these violas they 're just about ready to plant out into the garden now into full Sun or part shade they 'll thrive over winter and spring you can also purchase them in small punnets like I 've done with these violas take off any flowers that are on the plant before you sow them and also wash off the soil before you put it in the ground and then any fertilizer has been taken away from the root and these ones here these are corn flowers I love growing corn flowers because there 's such a beautiful show in the garden up to about half a meter tall these ones a pink white and blue and you will love having them in your desserts on your cakes and just growing in your garden so if you 've enjoyed today 's sustainability talk in my garden I 'm looking forward to seeing you for another one and back at the libraries very soon,"(-27.4704528, 153.0260341)"
