country,state,council_name,channel_title,channel_url,video_title,video_id,upload_date,video_length,location,nr_words,text,latlong
AUS,QLD,Rockhampton Regional Council,RRCouncil,https://www.youtube.com/user/RRCouncil,Mayor's Carols By Candlelight 2019,43fF81HWD-M,20191113,16.3,"Rockhampton QLD 4700, Australia",48,the Christmas event of the year is on again the mayor 's Carols by Candlelight is happening on the 11th of December as a pill beam theater and Saturday 14th of December at the music bowl come and enjoy the festivities with proceeds to make a witch Australia,"(-23.3786203, 150.5088889)"
AUS,QLD,Rockhampton Regional Council,RRCouncil,https://www.youtube.com/user/RRCouncil,Tagging in the Fitzroy,cXtkgZdEREw,20191008,481.879,"Rockhampton QLD 4700, Australia",1170,[Music] nice when a plan comes together oh yeah [Music] [Applause] a big fish but look event it 's got a tag in it I 'm gonna do is get me to get the number of that tango pool tag air hope to build sewing up we won 't even be able to find out when this fish was tagged how much it 's grown it 's just on 64 centimeters got the tag number [Music] ready so bill I was pretty excited to catch a tag bearer here in the fitzroy river yesterday right in the middle of town and you 've already come up with the data and it 's really interesting it was actually a stocked fish that was released up above the barrage it 's been out for four hundred and sixty nine days and it 's grown 450 millimeters that 's nearly a millimeter a day is that phenomenal no that 's about normal for the stocked fish up in the freshwater they grow very fast up that much faster than in the saltwater and so that 's not unusual that growth rate the big @ @ @ @ @ @ @ @ @ @ you were very instrumental in in getting the net free zone declared up here are you seeing an impact yet on barramundi numbers oh yes having collected information in the river for 30 odd years we know pretty well what 's going on we even forecasts each season we make a forecast for what to expect in terms of catch rates what we saw prior to the net free zone was generally in the order of half a dozen or so barramundi over a meter long we 're now seeing up in the 20s and 20-plus berra for threadfin where we only saw a very small number of threadfin over me long this last year 's Barrow bounty there were over 50 threadfin that were a meter long so there 's really a lot of big fish in the river right now and what about the crystal bowl how does that work okay what we 've done is we 've set up a whole series of what we call dashboards they provide information on things like catch rates locations where it caches are occurring things like that size range age @ @ @ @ @ @ @ @ @ @ that 's updated daily at the moment we have around about 200 dashboards I think with over a thousand charts graphs and maps that are updated daily so as far as we know that 's a world-first there 's nowhere else in the world in fisheries that are tracking data like we are in real time and what can you tell from looking at that data well it depends on the area we 're in areas where we do have a lot of good data we 're able to forecast farik fairly accurately into the next year where the data is much poorer we still do forecasts but they 've got much bigger ranges on the forecast and when we do our forecasts we 're not just talking sort of airy-fairy oh it 's going to be better than this it 's going to be better than that we 're really talking about predicting in the size range like for barramundi we predict plus or minus 20% in terms of the catch rates so it 's pretty accurate and the last few years we 've been pretty much on the @ @ @ @ @ @ @ @ @ @ to forecast that pretty accurately we 've got a crystal ball website where people can go there and check their own particular areas some of the areas have got very good data and as I said others so not quite so good depending on how much information we 've got we try and collect information for as many sources as possible we use our tagging data from the recreational taggers we also use their catch details when they provide us with their catch information we also we also have access to the fisheries boat ramp surveys we also have access to the commercial catches and then we have access to the the weather which is an important component in their fishery so bringing all those things together enables us to provide a pretty comprehensive picture of what 's happening in different places we do get quite a lot of data from visiting anglers particularly they catch details in the past most data was collected through boat ramp surveys we still do that to some extent that what we try and do is to hone in on the twenty percent of @ @ @ @ @ @ @ @ @ @ 're the ones that respond most to changes in the environment if you see a change in the in the river conditions it 'll be very quickly reflected in the catches are those top twenty percent we call them the T 20s and there 's some scientific there 's some scientific validity behind using those top 20% wishes so we get a lot of good information coming in from those and visiting anglers who we know that that a good anglers we get information from them as well as from the locals we 've developed a phone app that 's becoming very popular in a lot of the fishing tournaments recently we 've done tournaments in Tasmania Western Australia New South Wales and the northern territories tell me a little bit about this voluntary code of practice when the net free area came in we decided that we wanted to make sure that the fishery in the river was sustainable and so we asked the fishermen around is what they thought would be sustainable fishing practices and then we came up with a voluntary code that voluntary code has a @ @ @ @ @ @ @ @ @ @ asking people to voluntarily limit their catch to two bar to threadfin between sixty centimetres and a meter that 's quite a bit lower than the regulations allow you to do but the interesting thing is with we 've done surveys of the catches in the river 97% of trips actually conform to the code of practice so that 's pretty good other elements of the code of practice include reporting illegal netting or illegal fishing activities also to make sure that you look after the environment rubbish it and and generally those sort of activities that are going to ensure the sustainability of our River into the future if we are to build the Fitzroy fishery here into the future then it 's absolutely imperative that we have a sustainable product there and the only way we can do that is by making sure that we limit the catches but also that we have the data there to understand what is happening in the river at any time [Music],"(-23.3786203, 150.5088889)"
AUS,QLD,Rockhampton Regional Council,RRCouncil,https://www.youtube.com/user/RRCouncil,Gear up Rocky - Conclusion,zjJ0Debm_4M,20191010,619.88,"Rockhampton QLD 4700, Australia",923,welcome to video 7 for the conclusion of the video series the gear up Rocky business readiness video series was designed to help Rockhampton regional businesses to increase their awareness how to compete in major project supply chains including adonys carmichael coal mine rail and port projects this video provides a recap of the 5 key topics of the video series including major projects supply opportunities and tendering requirements supply chain promotion a framework for building supply chain capability and capacity expanding your business to seize opportunities and supply chain collaboration and partnerships to seize opportunities let 's now recap major project supply opportunities and tendering requirements this recap also summarizes the information in your booklet here are the key considerations ensure your business has the goods and services required by major project supply chains or the support services required by its suppliers identify where your business fits in major project supply chains understand the local content code of practice and identify how your business needs to comply identify where to find major projects supply opportunities register as a supplier on economics OCN gateway a major contractor web sites identify @ @ @ @ @ @ @ @ @ @ management systems for health and safety security environmental and quality and your information management system develop a local employment strategy and indigenous employment strategy and consider ex defense personnel and traineeships attend supply development training with the Queensland Department of State Development improve the efficiency of your tendering process develop and implement a tender checklist maintain your customer relationship management database for major projects apply opportunities let 's now recap supply chain promotion this recap also summarizes information in your booklet here are the key considerations develop or update your capability statement schedule updating of your capability statement on a quarterly basis validate your capability statement with target markets to ensure information requirements and the format is being met ensure your capability statement is easily accessible from your website update the information on your website and review accessibility to meet information requirements of your target market ensure your website has no broken links and check the website security validate your website with target markets apply for business awards let 's now recap the framework for building supply chain capability and capacity this recap also summarizes the information in your booklet @ @ @ @ @ @ @ @ @ @ business plan and incorporate your approach for participating in major project supply chains develop and implement a supply chain performance scorecard that is aligned with your strategic business plan develop a supply chain strategy and a roadmap to deliver your strategic business plan review and optimize your supply chain network to ensure the flow of goods and services achieve performance targets review and update your supply chain processes to best practice to comply with operational and performance requirements review and optimize your supply chain resources including people materials finish goods paths tools equipment technology and your budget to support your supply chain processes and your supply chain network identify supplier development requirements in alignment with the requirements of your supplier tier let 's now recap expanding your business to seize opportunities this recap also summarizes the information in your booklet here are the key considerations conduct market research to identify what goods and services your target markets need research and explore new markets and find out what goods and services new markets need evaluate the needs of existing target markets and new markets against the goods and services your business @ @ @ @ @ @ @ @ @ @ its supply chains to supply new goods and services demanded while your existing target markets and new markets establish or review the company 's approach to managing growth risks and diversification risks review human resources skills capability and capacity in alignment with your strategic business plan review your business footprint requirements in alignment with your strategic business plan inquire about the Queensland Government 's mentoring for growth program conduct financial analysis to identify whether your business needs funding to grow research and identify whether your business is eligible for the jobs and regional growth fund explore and evaluate exporting opportunities and capabilities let 's now recap supply chain collaboration and partnerships to seize opportunities this recap also summarizes the information in your booklet here are the key considerations research or receive education how to bid collaboratively explore and evaluate opportunities to participate in collaborative bidding develop ways to improve your collaborative bidding process identify the key drivers of collaborative business relationships explore and evaluate opportunities to establish long-term collaborative business relationships with key customers or key suppliers assess the criticality of your key business relationships establish a process to develop @ @ @ @ @ @ @ @ @ @ with a key customer or key supplier establish a process to develop an action plan to implement joint initiatives when forming a collaborative relationship with a key customer or key supplier establish product and services agreements for long-term collaborative relationships with key customers and key suppliers review the performance of your collaborative business relationships against joint expectations measure the value of your collaborative business relationships we welcome you to become an advanced Rockhampton member to keep up-to-date with the latest news and business opportunities be sure to explore the advanced Rockhampton website for new developments events and support congratulations on completing our gear up Rocky business readiness video series for more information contact the regional development team on four nine three to 9000,"(-23.3786203, 150.5088889)"
AUS,QLD,Rockhampton Regional Council,RRCouncil,https://www.youtube.com/user/RRCouncil,Gear Up Rocky - Expanding Your Business to Seize Opportunities short version,UmHhQ-yhibs,20191010,57.84,"Rockhampton QLD 4700, Australia",85,the video expanding your business to seize opportunities we 'll cover the following topics market research requirements and managing growth and diversification risks growing your business addressing human resource capability and capacity reviewing your business footprint and tender ready activities we welcome you to explore the video expanding your business to seize opportunities and to become an advanced Rockhampton member to keep up-to-date with the latest news and business opportunities for more information please contact the regional development team on four nine three to 9000,"(-23.3786203, 150.5088889)"
AUS,QLD,Rockhampton Regional Council,RRCouncil,https://www.youtube.com/user/RRCouncil,Gear Up Rocky - Supply Chain Collaboration & Partnerships to Seize Opportunities long version,7185ocpg2VY,20191010,748.079,"Rockhampton QLD 4700, Australia",1325,welcome to video six for the key topic supply chain collaboration and partnerships to seize opportunities this video provides information regarding collaborative bidding two reasons collaborative business relationships fail key drivers of collaborative business relationships partnership versus collaboration assessing a relationship criticality the collaboration framework and tender Ettie activities supply opportunities within major project supply chains can be easier to attract secure and deliver when working closely with another business in a structured and managed relationship collaboration is the key to long-term business success and competitiveness the Queensland Government through Business Queensland provides guidance for businesses to bid collaboratively for government tenders this guide is also useful for when forming collaborative relationships to bid on major projects the guide explains how to bid collaboratively to increase your chances of winning tenders the pros and cons of collaborative bidding to understand the advantages and disadvantages of collaborative bidding making collaboration work successful business collaborations require commitment understanding planning and communication working as a subcontractor subcontracting is a popular collaborating option and is a good way to enter major supply chains working in a consortium a consortium allows two or more businesses @ @ @ @ @ @ @ @ @ @ collaboration agreements checklists this provides the main points issues and topics to address when creating a collaborative work agreement more information and links to business Queensland is provided in your booklet there are two primary reasons why supply chain collaborations or partnerships have not worked the primary reasons for disappointment are unrealistic expectations going into the relationship or expectations were reasonable but were never untick you lated or agreed hence there was no plan for achieving them and failure was the result long term collaborative business relationships require both parties to assess the key drivers of the relationship to structure and agreed action plan to implement the relationship there are many reasons to establish collaborative business-to-business relationships one party or both parties may lack something for example expertise equipment people funds and customer contacts together each party can contribute to the relationship so that both parties can achieve their goals when forming a long term collaborative business relationship for key drivers can be used to identify what the parties want to achieve from the relationship understanding the key drivers of the relationship is critical to articulating and communicating expectations the @ @ @ @ @ @ @ @ @ @ in achieving asset efficiencies or cost efficiencies they may be seeking better utilization of assets and cost reductions that might occur in areas such as transportation costs handling costs packaging costs information costs cost or managerial efficiencies the second key driver seeks to understand which party is interested in achieving customer service improvements they may be seeking improvements in customer service performance to increase sales or helping customers to experience benefits such as reduced inventory improved availability which leads to increased sales and more timely and accurate information the third key driver seeks to understand which party is interested in marketing advantages they may be seeking enhancement of the company 's marketing mix through joint programs or entry into new markets or better access to technology and innovation the fourth key driver seeks to understand which party is interested in achieving profit stability or profit growth they may be seeking the potential to stabilize profit or may be seeking to strengthen a relationship which often leads to long term volume commitments reduced variability and sales joint use of assets and other improvements that reduce variability of profits more information to @ @ @ @ @ @ @ @ @ @ collaboration framework it is important to understand the difference between collaboration and partnership for legal reasons and for the success of the relationship if seeking to form a partnership with a key customer or key supplier the reason for the relationship becomes much more serious the objective is to structure a mutually beneficial and successful commercial relationship that will co-create substantial value let 's now look at the differences between partnership and collaboration partnerships are for existing relationships whereas collaboration is for new relationship or for when management wants to develop a plan for the next 18 to 24 months in partnerships both parties view the relationship has partnership potential in a collaboration both parties do not view the relationship as a partnership but do view that the relationship is important in a partnership both parties are seeking substantial mutual benefit in the collaboration both parties will still gain from the relationship but the benefit will be less than substantial in a partnership the relationship is balanced in a collaboration the relationship is typically not balanced as one party may gain more than the other partnerships can require both parties @ @ @ @ @ @ @ @ @ @ the relationship is not exclusive in a partnership both parties shared the risks and rewards in a collaboration both parties may not share the risks and rewards in a partnership there is openness and Trust in a collaboration both parties are still protective of their information but Trust is still very important for the relationship to be successful in a partnership joint problem solving is the norm whereas in a collaboration problems can be solved jointly if necessary when assessing the criticality of key business relationships consider the following points the impact on each firm if the relationship were to end the volume of purchases from or sales to the firm the involvement of the other firm in the core competency or primary product the availability of other sources of supply if the other firm is supplier and the percentage of the firm 's profitability if the other firm is a customer the greater the criticality of the relationship the greater the investment or resourcing of the relationship to ensure it is structured and well-managed earlier in this video we learnt about four key drivers that can be used to @ @ @ @ @ @ @ @ @ @ to business relationship the collaboration framework is a tool owned by the supply chain management Institute in Florida this tool is used for structuring and sustaining high performance relationships the tool is used as follows both parties hold a workshop to structure their business relationship company a in Company B each go into separate rooms to assess the four key drivers this allows each team to articulate the business goals for the relationship then both parties come back together to present their requirements that they wish to achieve from the relationship this allows both parties to align their expectations and to jointly establish 18 to 24 month goals and goal priorities for the relationship both teams then jointly develop an action plan which includes developing action items prioritizing the actions establishing timelines and assigning responsibilities the parties then develop their product and service agreement this allows the teams to determine the rules of engagement and summarizes their action plans both parties then implement the agreement by implementing the action plan they then review the performance of the relationship by measuring performance against their joint expectations parties also periodically re-examine the @ @ @ @ @ @ @ @ @ @ the key drivers and their goals are appropriate your booklet also provides the partnership model which is used to structure and sustained significant partnership relationships you are now encouraged to completely tender ready evaluation in your booklet regarding supply chain collaboration and partnerships to seize opportunities a tender ready action plan example is provided in your booklet for this topic for you to develop your own action plan we welcome you to become an advanced Rockhampton member to keep up-to-date with the latest news and business opportunities be sure to explore the advanced Rockhampton website for new developments events and support please now explore the next video conclusion for a recap for more information contact the regional development team on four nine three to 9000,"(-23.3786203, 150.5088889)"
AUS,QLD,Rockhampton Regional Council,RRCouncil,https://www.youtube.com/user/RRCouncil,Gear Up Rocky - Framework for Building Supply Chain Capability & Capacity long version,6J6r3PINod4,20191010,481.23,"Rockhampton QLD 4700, Australia",764,welcome to video four for the key topic framework to build supply chain capability and capacity this video provides information regarding a framework for building supply chain capability and capacity developing capability by responding to trends and tender ready activities participating successfully in major project supply chains can be achieved by implementing LSC solutions framework for building supply chain capability and capacity strategic business plan participating in major project supply chains is a strategic decision which requires strategic planning and needs to be incorporated into your strategic business plan supply chain performance leading companies identify the performance requirements of their key customers major supply chains shareholders and key stakeholders and then configure their supply chain network processes and resources to achieve these requirements your performance scorecard needs to be aligned with your strategic business plan supply chain strategy your supply chain strategy identifies how your business and its supply chains will deliver your strategic business plan to achieve your strategic performance targets your strategy needs to provide a roadmap for the development of your supply chain network processes and resources to world-class standards supply chain network your supply chain network @ @ @ @ @ @ @ @ @ @ distribution your supply chain network needs to be configured optimized and managed in accordance with the requirements of your supply chain strategy this will ensure that your goods and services flow efficiently from supplier to customer to achieve your performance targets supply chain processes your supply chain processes need to be designed to best practice standards and in compliance with the operational and performance requirements of your supply chain network supply chain resources no supply-chain resources include people materials finished goods parts tools equipment technology and your budget your supply chain resources need to be sufficient optimized and capable of supporting your supply chain processes and your supply chain network to achieve performance targets suppliers need to develop capability by responding to trends through the following strategies suppliers need to ensure they are up-to-date with the latest technologies suppliers need to form supply chain linkages to secure work in the major projects market this includes networking and forming bidding teams to better target these opportunities suppliers need to invest in systems to ensure that their firm is compliant with regulatory and project system requirements suppliers need to be able to @ @ @ @ @ @ @ @ @ @ to be continuously improving quality productivity performance value and competitiveness as well as differentiating capabilities products and services and focusing on value-added positioning suppliers need to address environmental priorities including energy reduction effective environmental systems and recycling suppliers need to expand capacity all size in line with market demand suppliers also need to apply a stronger customer focus and build responsiveness to customer needs a world-class supplier to a major contractor and tier 1 contractors need to be proficient in the following areas customer focus the supplier has a strong customer focus and is responsive and understands the customer 's needs and has the ability to respond to these needs technical capabilities expertise the supply has strong technical design and innovation skills at the management level senior operational level at trades person 's level and operational level capacity the supplier has significant capacity to produce or expand production through subcontracted networks innovation and responsiveness the supply has a track record of innovation and problem-solving including the ability to deal with unexpected issues technology and productivity the supplier has invested in technology and information technology and continuously improves productivity systems the @ @ @ @ @ @ @ @ @ @ place and has strong document control and effective project reporting systems performance track record the supplier has consistently achieved high-quality performance on projects controls costs communicates clearly and manages risk effectively value for money the supplier aims to understand the client 's drivers for value and applies a balanced and competitive approach to cost management more information is available in your booklet you are now encouraged to complete the tender ready evaluation in your booklet regarding framework to build supply chain capability and capacity a tender ready action plan example is also provided in your booklet for this topic for you to develop your own action plan we welcome you to become an advanced Rockhampton member to keep up-to-date with the latest news and business opportunities be sure to explore the advanced Rockhampton website for new developments events and support please now explore the next video expanding your business to seize opportunities for more information contact the regional development team on for 932 9000,"(-23.3786203, 150.5088889)"
AUS,QLD,Rockhampton Regional Council,RRCouncil,https://www.youtube.com/user/RRCouncil,Gear Up Rocky - Supply Chain Collaboration & Partnerships to Seize Opportunities short version,Qb1M6T7Tulw,20191010,63.3,"Rockhampton QLD 4700, Australia",94,the video supply chain collaboration and partnerships to seize opportunities will cover the following topics collaborative bidding two reasons collaborative business relationships fail key drivers of collaborative business relationships partnership versus collaboration assessing criticality of key business relationships and aligning expectations and tender ready activities we welcome you to explore the video supply chain collaboration and partnerships to seize opportunities and to become an advanced Rockhampton member to keep up to date with the latest news and business opportunities for more information please contact the regional development team on four nine three to 9000,"(-23.3786203, 150.5088889)"
AUS,QLD,Rockhampton Regional Council,RRCouncil,https://www.youtube.com/user/RRCouncil,Fitzroy River Flood Extent in current conditions - one in a hundred year event,mPz8pnlEEQ0,20140520,73.88,"Rockhampton QLD 4700, Australia",167,the following animation depicts model flood lips in a one percent annual exceedence probability fitzroy river flood event in the early phases of a flood event water levels in the main river channel rise and response to increases in catchment runoff breakout flows occur in the lower meander at the common with some river flows backing up gave your creek on the southern bank the communities of depo hill and pork Curtis are affected as well as some areas on the northern bank adjacent to lakes creek road significant areas of flooding arise due to the major breakout which occurs of the pink lily meander breakout flows from the meander pass across nine mile road and the airport precinct and flow across Faribault road and the Capricorn highway this flow then passes from west to east through the yep and crossing which then rejoins main river channel flows in the large floodplain south of the city ultimately these flows discharge to the ocean at Port Alma you,"(-23.3786203, 150.5088889)"
AUS,QLD,Rockhampton Regional Council,RRCouncil,https://www.youtube.com/user/RRCouncil,Gear Up Rocky - Expanding Your Business to Seize Opportunities long version,I9vwwCkL5bY,20191010,486.379,"Rockhampton QLD 4700, Australia",822,welcome to video 5 for the key topic expanding your business to seize opportunities this video provides information regarding market research and analysis growing your business growing human resource capability and capacity expanding your business footprint the jobs and regional growth fund and tender ready activities to justify expanding growing and diversifying a business extensive market research business analysis and supply chain analysis are required suppliers need to research and analyze their existing target markets and new markets when researching existing target markets identify what goods and services your target markets need when researching and exploring new markets find out what goods and services they need suppliers need to evaluate their existing goods and services and new goods and services for existing goods and services evaluate the needs of existing target markets and new markets against the goods and services your business already supplies for new goods and services evaluate the capability and capacity of your business and its supply chains to supply new goods and services demanded by your existing target markets and new markets the greatest efficiencies are achieved when supplying a small variety of goods and services @ @ @ @ @ @ @ @ @ @ on a consistent ongoing basis at a volume that your company is capable of handling whilst this may be the preference for some business owners many customers are constantly on the lookout for businesses that can provide a one-stop-shop solution with customization capability suppliers who can provide a quick and flexible response to their needs at a specified volume which could change up or down by a specific date and within a set budget the greater the variety and volume of goods and services offered the greater the business capability and capacity required growth and diversification risks can be overcome through outsourcing and supply chain collaboration for example collaborating with other suppliers with capabilities that complement your business 's goods and services to achieve and satisfy the one-stop-shop demand alternatively you may decide to grow and diversify your business to take advantage of the marketplace demand and opportunities the Queensland Government through Business Queensland offer many great ideas how to grow your business including finding new customers innovation research and development and new product development the types of support the Queensland government offers includes mentoring support ways to improve how @ @ @ @ @ @ @ @ @ @ to find new customers how to become an innovative business ways to transform your business tendering assistance exporting assistance support for creating a website and support with marketing and sales more information about the support is provided in your booklet the official gateway for job opportunities for the Adani carmichael project is via the jobs portal which is used as a single point of contact for donny as well as top tier suppliers and contractors to connect with regional Queensland 's workers the jobs portal provides your business with the opportunity to grow your human resource capability and capacity Adani Australia supports employment opportunities in communities in which they operate including people looking for work and employers keen to find workers the grace mere industrial area is growing into one of Queensland 's premier transport and logistics hubs which will benefit central Queensland 's mining and agricultural industries the grasmere industrial area is located 10 kilometers west of Rockhampton positioned between the townships of grasmere and stan well the grasmere industrial area is positioned to specialize in developments from mining gas and energy transport freight and logistics agriculture and food @ @ @ @ @ @ @ @ @ @ growing into a prime transport logistics hub which will benefit central Queensland 's manufacturing and construction industries the Parker 's industrial area is located 9 kilometres north of Rockhampton and is positioned to specialize in developments from transport freight and logistics manufacturing and construction the 130 million dollar jobs and Regional Growth Fund is targeted at growing regional economies and jobs for Queenslanders the fund will help facilitate private sector projects which create employment and economic growth opportunities in regional areas facing significant economic and employment challenges more than 400 Queensland manufacturers have registered interest for the program applications are being considered across a broad range of medium to large businesses more information about this fund is provided in your booklet you are now encouraged to complete the tender ready evaluation in your booklet regarding expanding your business to seize opportunities a tender ready action plan example is provided in your booklet for this topic for you to develop your own action plan we welcome you to become an advanced Rockhampton member to keep up-to-date with the latest news and business opportunities be sure to explore the advanced Rockhampton website @ @ @ @ @ @ @ @ @ @ next video supply chain collaboration and partnerships to seize opportunities for more information contact the regional development team on for 932 9000,"(-23.3786203, 150.5088889)"
AUS,QLD,Rockhampton Regional Council,RRCouncil,https://www.youtube.com/user/RRCouncil,Boat ramps in the Rockhampton Region,pQyk1PQoQk8,20191008,335.01,"Rockhampton QLD 4700, Australia",853,there 's some wonderful fishing in the Fitzroy River which runs right through the central Queensland city of Rock Hampton trail abode access to the river and adjoining waterways can be found in a number of locations including the most recently built launching facility on the northern side of the river off rainey street this features a four lane concrete ramp and parking for 90 cars and trailers by following the Callahan park racecourse signs this ramp provides easy access to some of the best fishing in the river however it should also be noted that saltwater crocodiles do inhabit these waters so when using any boat ramps you need to be crocodile aware there 's some excellent fishing nearby particularly for barramundi and King threadfin some of it a very short distance from this ramp [Music] get a link so he 's about 81 81 and a half to the fourth but 19th well actually get 92 98 and a bit to the tips not a bad fish and that believe it or not it 's about average for the Fitzroy River here in town now because he 's @ @ @ @ @ @ @ @ @ @ him in the water there and swimming for a little bit before I let him go the central business area with its significant rock bars and bridges represents some of the best fish holding structure in the entire river this stretch can also be accessed via a single lane ramp with eight car and trailer parking spaces also offer a nice treat right next to the topped Street Bridge this wraps best used only during the top half of the tide and it 's more suited to smaller boats but it 's also the closest launching point to the bridges and rock bars another launching facility providing easy salt water access lies on the south side of the river off key Street right in Rockhampton central business district with plenty of parking for cars and trailers this three lane wrap provides access to the river on all states of the tide and where barramundi and Kings Redfin are the main target for anglers other varieties such as javelin fish or grunter are quite common here as well there we go another victim for the fire tough flick face that 's @ @ @ @ @ @ @ @ @ @ variety on offer here in the Fitzroy River around Rockhampton you don 't know whether you 're gonna catch a bearer threadfin salmon a blue salmon one of these beautiful javelin fishel grunta they 're a broom there are flathead all kinds of things right in the middle of town there 's access to the fresh water sections of the Fitzroy River above the bearish on the southern side of the river at the ski gardens off the Ramsden Street this facility has a one lane ramp at 20 car and trailer parks access is available to the freshwater on the northern side to off Larkin Street in kawano via a one lane ramp with parking spaces for 30 cars of trailers both of these ramps give access to many kilometers of freshwater to fish explore and enjoy the abundant wildlife be aware that there are some otter crocodiles living in this area too along with great fishing for Saratoga and barramundi when the conditions are right access to the Fitzroy Delta kemple Bay and the top of Curtis Island is provided by the port Alma launching area located off @ @ @ @ @ @ @ @ @ @ south east of Rockhampton along the a1 Highway this extensive area provides some exceptional fishing at times the port Alma ramp itself is fairly basic and wind current or very low tides can make launching and retrieving a little bit tricky at times if you enjoy fishing mangrove lined estuaries and creeks you 'll love this area and the wide variety of target species that it offers Keppel Bay in the northern end of Curtis Island also present a broad range of blue water options some local knowledge and a good marine charge are extremely helpful for visitors to this area and any of the excellent title crops and Rockhampton will certainly give good advice in addition to these existing facilities to modern new boat launching facilities with ramps and parking areas are being planned for cash arena and income and creeks both also in the port alma region close to the township of mount Morgan just over half an hour 's drive from Rockhampton is the Mount Morgan number 7 Dam it features a single lane boat ramp an 8 car and trailer parking spots all in the midst @ @ @ @ @ @ @ @ @ @ all in all boaters and anglers are extremely well catered for in the Rockhampton and lower Fitzroy region meaning that locals and visitors alike can easily enjoy the exceptional standard of fishing crabbing and cruising on offer in this gorgeous part of central Queensland the fish abiding so what are you waiting for,"(-23.3786203, 150.5088889)"
