country,state,council_name,channel_title,channel_url,video_title,video_id,upload_date,video_length,location,nr_words,text,latlong
AUS,VIC,Greater Shepparton City Council,Greater Shepparton,https://www.youtube.com/c/GreaterShepparton,Business Centre Interview - Gayle Hoornweg,YBKgz2DV-58,20150401,188.36,"90 Welsford St, Shepparton VIC 3630, Australia",531,well I 'm Gellhorn week and I 'm from anger natural therapies and at the moment we mostly do bowen therapy and we 're now going to be selling aromatherapy essential oils so that will be online sales and we 'll have sales from here and from home and we 're going to him then start up doing meditation classes and this and we 'll go from there but that 's where we 're at at the moment we chose the business center because a friend advised us that they may have the facilities that we need here she had been through the center before and she had a lot of help and that 's what we found a minute we walked in the door they just offered as lots of different things that we needed the first thing they did was offer us free workshops with also doing the digital enterprise program because we have so little knowledge of the internet and what 's available and how to use it so we 've been to a number of those and that 's helped us greatly from there we 've @ @ @ @ @ @ @ @ @ @ the business center and she 's now making a website for us which is going to and incorporate facebook on there as well because we really have no idea about anything technological so that 's all happened there provided a workspace for us that that 's at a really affordable price we knew that we had to move into shepparton but we just couldn 't afford to be leasing a shopfront or anything like that and we were able to lease a room here that facilitates the during the bowen therapy and other things that we 're going to incorporate at a good price it 's not astronomical that we can afford we chose to be virtual tenants because that 's at a very low price it 's only one day a week so we didn 't have to commit to a full lease and be sitting in it you know in an office waiting for somebody to turn up it 's only one day a week so i can take bookings during the week and have them ready there for thursday and that I 've got clients here before @ @ @ @ @ @ @ @ @ @ for me to others a million positives there 's always help there 's always encouragement the girls are great they 're always coming up with ideas and making sure that everything is working for me and in passing thing but that happens a lot you know we 'll just be having a conversation and though they 'll say things like well did you know that this is available well that 's available is we 're looking at adding meditation and I mentioned that to Trish and she said well you know that you can get the conference rooms for half price because your virtual tenant yes I would recommend it to somebody starting up and we already have that 's so yeah and they 're looking into it at the moment,"(-36.3779777, 145.3979815)"
AUS,VIC,Greater Shepparton City Council,Greater Shepparton,https://www.youtube.com/c/GreaterShepparton,Summer City Market 2015,in0NQBGvEQM,20150311,117.189,"90 Welsford St, Shepparton VIC 3630, Australia",245,so here we are the 2015 summer city market is proudly brought to you by Shepherd and show me the greater Shepherd and City Council we 've got loads on for everyone we 've got over 55 market stalls which includes food stalls things for ladies things for the guys things for the kids and we 've got three activities we 've got an animal nursery just behind me here we 've got kids activities and face painting or workshops brought to you by chance at rainbow we 've got a massive jumping castle here as well we 've had Sam ludeman from the voice we 've got buskers all around the CBD and we 've had a really groovy jazz band on saturday as well hello there my what is boring mckellar i 'll be coming to the market here in chippenham for about 17 years it 's very cheap advertising for us you get so many people walking part this is shot and we get business coming we have show biomed inside ship and show me and welcome to the summer city market down here in Shepparton it @ @ @ @ @ @ @ @ @ @ down here during the summertime the wintertime always a great experience got people everywhere from all out of town it 's a great time to bring all your shops out onto the street and show the best things at Shepherd have got to offer I,"(-36.3779777, 145.3979815)"
AUS,VIC,Greater Shepparton City Council,Greater Shepparton,https://www.youtube.com/c/GreaterShepparton,Virginia Jacobs from Wine Taste Talk spoke with Greater Shepparton Business Centre,6o8UKsC1t98,20150317,229.78,"90 Welsford St, Shepparton VIC 3630, Australia",548,I 'm Virginia Jacobs I 'm setting up a wine education events and entertainment business in Shepparton region it 's for a corporate social business anybody that would like to know more about wine or any event or activity that what you would like one is the theme I tend to make things very relaxed and sharing wine knowledge helps people enjoy sharing line which is really great I 've attended all of the sessions at the business center and I found them really useful some of them are making your website suitable for mobile devices having an online store customer relation management online filming a digital strategy so that everything works with everything else and there 's quite a few other sessions as well they 're all on the website on the digi workshop website what I 've really enjoyed about coming to the business center is the sense of business development support networking with the other businesses the other business owners that are in the course sometimes you can pick up fantastic ideas from them because they 're often going through a very similar things to what I @ @ @ @ @ @ @ @ @ @ found the staff are just fantastic they 're so friendly very supportive always happy for you to ask a question that 's really nothing is too much effort and really really prompt and great service they send you reminders and things like that so I couldn 't recommend the training highly enough the presenter alsa page was fantastic really tailored the particular session to the group to the people in it whether they didn 't ever presume any prior knowledge so there 's no one should ever feel afraid to come along to these sessions because it really is about learning and you learn from the presenter alcune you also learn from the other people in the group and also I really liked the way that there are different times so for me I could probably attend quite a few of them but they had them at breakfast they had them at lunch they had them at dinner it was you know there 's some times are catered but they were just really convenient times and not too long just enough to give you an idea and go away and @ @ @ @ @ @ @ @ @ @ of thing your digital strategy and have a think about that and it was a paste in that you could do them every few weeks so you weren 't getting too much information at once was really enjoyable and very useful it 's really allowed me to understand how all of digital media works and expand my horizons with that i live in Shepparton which has wineries around it but there 's a whole world of wine outside of shepparton that i need to be aware of as a wine educator so it enables me to interact to contact people that are in Sydney California England France that are in the wine world getting information finding out about the latest wines reviews vintage reports in other regions things like that it 's excellent to just keep me in touch with the great one will but is out there,"(-36.3779777, 145.3979815)"
AUS,VIC,Greater Shepparton City Council,Greater Shepparton,https://www.youtube.com/c/GreaterShepparton,Summer City Market Feb 27 & 28,xJt9_kwZz8w,20150223,30.32,"90 Welsford St, Shepparton VIC 3630, Australia",97,you 're invited to shop and save the Shepherd and summer city market is back bigger and better this friday and saturday save on fashion shoes jewelry home where 's Kip where 's and more this fabulous food a long list of stores raving entertainers and singing stars from the voice including Shepherd and Sam Ludeman kids entertained is free with an undercover animal nursery coach rides the fine be and more so step up and bag the savings the shepherd in summer city market this friday and saturday in Shepparton thanks to shepherd and show me,"(-36.3779777, 145.3979815)"
AUS,VIC,Greater Shepparton City Council,Greater Shepparton,https://www.youtube.com/c/GreaterShepparton,What do Building Services do,l9zxAReFgUk,20140415,146.48,"90 Welsford St, Shepparton VIC 3630, Australia",412,if you 're going to do any alterations additions swimming pools demolition most building work requires a building permit the ones that donated probably only the small structures less than 10 square meters an area that 's just your typical garden shed but other than that there 's not too much work that doesn 't require a payment an owner or a builder needs to come in and fill out an outbuilding application form and with the application form they need to submit certain documents and usually we require a drawing of what works out to be what works that plan to be done and with those drawings they need to detail exactly the design or the size of the building and we need some construction drawings so we need to know how the building 's gonna be put together also we need a copy of title to be submitted and the title needs to show if there 's any restrictions on the property like covenants also if the works of more than uh twelve thousand dollars we need to have a certificate from the victorian button authority which are @ @ @ @ @ @ @ @ @ @ to refer the applications to other people or go through other processes and this sometimes can mean some delays the documentation needs to be what 's what your building materials are what the method of construction is and pretty well if we can then check to make sure we 'll get compliance with the regulations it takes about two weeks to process the building application so the time we receive it this we need to actually go through the documentation to make sure it meets all the standards and that can build code of australia and there are certain people we need to refer the applications to to like town planning for example to make sure that there aren 't any issues according to our helpful building department team at any time there 's always someone there you don 't need an appointment when we get an application over the counter it 's a good chance for us to go through the application make sure everything 's there make sure that we 've got all the documentation we need and that there aren 't any any major issues there that @ @ @ @ @ @ @ @ @ @ email and we can answer any questions that you may have you,"(-36.3779777, 145.3979815)"
AUS,VIC,Greater Shepparton City Council,Greater Shepparton,https://www.youtube.com/c/GreaterShepparton,Nick Holman from Carlton Football Club - Shepparton Visit,tmaUtsGnsMY,20150212,12.41,"90 Welsford St, Shepparton VIC 3630, Australia",41,Oh guys I 'm Nick Holman from the con football club we 're heading to chef in this week for our community camp training at rumba Lara one of the nice i get down see all the boys and supportive team,"(-36.3779777, 145.3979815)"
AUS,VIC,Greater Shepparton City Council,Greater Shepparton,https://www.youtube.com/c/GreaterShepparton,Challenge Shepparton Triathlon Announcement,akqK_N2Nenw,20140321,148.959,"90 Welsford St, Shepparton VIC 3630, Australia",293,it is an exciting day for the City of Greater shepparton because we are able to announce that the tradition of hosting a long cause triathlons will continue a newly formed partnership between mcpherson media group challenge australia super sprint and greater shepard and city council will ensure that the athlete experience which is treasured by so many competitors will be preserved it was with a heavy heart that the Shepherd and triathlon club made the difficult decision to discontinue the campbells ironman 70.3 shepparton and the response to the potential loss of such an iconic event was overwhelming we commend the business sector and community organizations in their show of support in exploring alternative options in order for greater shepparton to retain a sporting event that contributes significantly to our community both economically and socially thanks to the endeavors of the mcpherson media group with support provided by council it is exciting to announce that not only will a long course race continue to be offered in Shepparton but it will be held in a brand new location yes only competitors will have the opportunity to race in and @ @ @ @ @ @ @ @ @ @ a new brand a new partnership athletes make sure you mark November the 16th on your race calendar mcpherson media group and council recognized the magnitude and importance of such an event to our community and this newly formed partnership is a positive step in securing the long-term future of a long course race in Shepparton we are thrilled to be able to invite back again local statewide national and international competitors to enjoy our hospitality and natural attributes we 'll see you all on November the 16 spread the word thank you,"(-36.3779777, 145.3979815)"
AUS,VIC,Greater Shepparton City Council,Greater Shepparton,https://www.youtube.com/c/GreaterShepparton,Nick Graham from Carlton Football Club - Shepparton Visit,7aTIS921_J0,20150212,16.19,"90 Welsford St, Shepparton VIC 3630, Australia",54,hey go my name 's Nick grant from the carbon Football Club myself my teammates were visiting Shep in this week and our country community camp we 're visiting a lot of schools hospitals and training a few local teams so get down support us we hope to see you there thanks guys jeez,"(-36.3779777, 145.3979815)"
AUS,VIC,Greater Shepparton City Council,Greater Shepparton,https://www.youtube.com/c/GreaterShepparton,Draft Environmental Sustainability Strategy,Nf9JBB5EWgo,20140115,238.98,"90 Welsford St, Shepparton VIC 3630, Australia",569,hi my name is travis turner i 'm a sustainability of environments officer at greater shipping and city council one of my major roles of council has been to develop our draft of our mental sustainability strategy which is currently a premier consultation we 've developed this Laura mental sustainability strategy because we 've councils outlined out our commitment to environmental sustainability and outlined a lot of goals in our our higher level strategic documents such as a greater shipping and 2030 strategy the great shipping and planning scheme and the council plans so the strategy contains an action plan that will help us to achieve a lot of those goals and commitments so this project started where the council received thirty thousand dollars in funding from the Victorian Government this funding came from the Victorian sustainability in that updation partnership which was formerly called the Victorian local sustainability cord and they made this funding available for all Victorian councils so so every council rural city had the opportunity to have an environment strategy that greater Shepherd and we 're we 're actually one of the last councils to have @ @ @ @ @ @ @ @ @ @ opportunity for us because we 've been able to kind of talk to other councils see what has worked and what hasn 't worked for them so we can really learn from their experiences so yeah that 's definitely helped us develop else so with the strategy we it 's got a really large scope so it covers all aspects of the environments so it 's really big with the strategy when we 're implementing it we want to incorporate environmental sustainability issues and opportunities into all of councils plans and activities and and a really important point as well as to to communicate what we 're doing at council in the space because we 're doing a lot of great things but we just haven 't been getting out there enough and letting the community know about what we 're doing and then yeah hopefully that 'll lead to two more partnership opportunities with different community groups as well the strategy includes initiatives such as what 's working better street lighting projects which is all will be changing over 3840 of our street lights over 2m energy efficient globe @ @ @ @ @ @ @ @ @ @ money doing that and if we 're saving Council many of course we 're saving our ratepayers money so that 's a real key initiative of the strategy the draft strategy aims to attract innovative renewable and alternate energy industries to our region at council we really want to increase our use of solar PV power on a lot of our buildings there 's huge potential there and we we really want to reduce the municipalities dependence on our traditional energy grid I really strongly encourage everyone out there to have a read of the draft environmental sustainability strategy provide us with your written submissions comment on all the positive and negative aspects of the documents everywhere this is really the the biggest opportunity the community has to have their say on what we do in the environment field at council so this this is a great opportunity to provide your thoughts and so thanks very much for for watching this video today and have a great 2014 you,"(-36.3779777, 145.3979815)"
AUS,VIC,Greater Shepparton City Council,Greater Shepparton,https://www.youtube.com/c/GreaterShepparton,Greater Shepparton City Council Enivonmental Health,FkEHx3X3zi0,20141114,570.04,"90 Welsford St, Shepparton VIC 3630, Australia",1663,the role of the council 's environmental health department is to protect the public health a lot of what we do is based on the legislative requirements here is just a snapshot of our day beginning with the immunization clinic council provides an immunization program to protect the public from vaccine-preventable diseases we have 15 public clinics at 12 different locations each month and we visit all the secondary schools in Greater shepparton at the clinic your immunization records will be checked and you can discuss any concerns with the staff your records would be updated and you will receive information about the vaccines and when you need to come back again a nurse and doctor will administer the vaccines and we 'll talk to you about the possible side effects just so we know everything is ok we asked you to wait for 15 minutes before you leave meanwhile another environmental health officer conducts an inspection of a tattooist council needs to register or tattoo premises so anyone what that wants to run a tattoo business needs to register with the local council part of our process is also @ @ @ @ @ @ @ @ @ @ we would just plan those visits across a year and then officer would come out and look at the premises we 'd introduce ourselves to the proprietor and we 'd look through the premises to make sure that the equipment 's clean and that they 're following the right process for sterilizing the equipment that they 're using part of the inspection process is that we would also ensure that provider is following the right information about protecting clients and so they need to give them a client information sheet for the procedure they 've done for tattooing they also need to make sure that they 're only tattooing two people over the age of 18 so they need to keep a record of that we also would fill in an assessment sheet and if there was any issues we would follow that up with the time of the inspection and maybe a follow-up visit was necessary the environmental health Technical Officer also visits tobacco retailers to make sure they display in the relevant signs under the tobacco Act we also conduct a test purchase to make sure the retailer @ @ @ @ @ @ @ @ @ @ 32 retailers and unfortunately to retailers did sell cigarettes to our test purchaser we followed this up with an interview and provided information about the tobacco act we will do another test purchase at a later date to be sure they don 't do it again the next job for the day is a food premises inspection upon arrival at a food business we wash our hands at the hand basin we check to make sure that there is liquid soap for running water and paper towel it 's important that all food handling star wash their hands at the hand basin regularly the use of hand sanitizers and disposable gloves are no substitute for proper hand-washing we look at how the food is stored in the call room to make sure it is stored below 5 degrees Celsius we also look at how the food is stored to make sure that there are no signs of cross-contamination we check the dry food storage area to make sure that the food is stored in containers with tight-fitting lids we also check the use-by dates and we look for any signs @ @ @ @ @ @ @ @ @ @ clean equipment is stored to make sure that there are no signs of defects we look at how the food is cooked to make sure the temperature of the food is about 75 degrees Celsius we then make sure that the food is going to be kept hot above 60 degrees Celsius once it 's caught we have a look at the cleanliness of the cooking equipment including the exhaust canopy the hot plate we also look on the floor and the walls then we look for signs of grease buildup or any defects in the flooring we have a look at the wash up facilities to make sure that there is hot running water detergent and a sanitizer we would have a look at the food businesses food safety program records just to make sure that they 're completing their records as required can I have a look at your temperatures another job for the Environmental Health Officer is to review and approve the installation of new septic tank systems we need to make sure the wastewater does not contaminate the environment we will arrange a site visit to @ @ @ @ @ @ @ @ @ @ property boundary we will also look at whether there are any channels or dams that restrict the location of the disposal system the Environmental Health Officer can provide information on the different treatment and disposal options and explain what information is required to be submitted with your application the Environmental Health Officer also reviews any planning or building applications in unsel to assess how the proposed development may impact on the existing septic tank system the environmental health officer inspects caravan parks with the CFA to make sure they comply with the legislative requirements and the CFA 's guidelines there are 19 caravan parks in our municipality some of the items we look at include the distance between the structures to make sure they allow for safe firefighter access we look at the fire hose reel locations to make sure every site within the caravan park can be reached we check the location and working order of the fire hydrants we make sure the cabins and caravans are clean and have a working smoke detector fire blanket or extinguisher and have an emergency evacuation procedure displayed we look at how @ @ @ @ @ @ @ @ @ @ at the cleanliness and structure of the toilets the laundry recreation rooms pools and barbecue areas and to make sure they also display the emergency evacuation procedures finally we look at their emergency management plan the Environmental Health Officer undertakes a food sampling program our program is designed so that we collect a range of whoo samples some like they 're from take away premises sandwiches ice cream salads premises we also have to collect it from class one premises which are high risk so childcare or aged care so what we do is we plan that in advance and then we head out to premises we don 't tell them we 're coming but when we arrived at the premises we obviously introduce ourselves to the proprietor tell them while we 're there and then choose what food samples we 're going to collect at that time we ask them to make them if we need to then we actually pay for sample within wrap it in our path then to wrap it first how they normally would and then we 'd wrap it in our packaging label it @ @ @ @ @ @ @ @ @ @ gets taken back to the office in packs with the rest of the samples they get sent to Melvin for analysis and a laboratory in Melbourne it can take about two weeks for results to come back so we explain that sport writers when we 're there they then wait for those results generally most circles pass on the odd occasion they dodge and so we have to go back to the premises and explain with them and try and work out why they may past their results or five levels greater Shepherd and City Council has a mosquito monitoring program and we monitor adults and larvae in the water we 're monitoring for disease back in 1974 when they had rather large floods around here there was an outbreak of Marie belly and colitis and they decided to start up a mosquito monitoring program try and avoid that it involves adult monitoring which is setting up a trap and running it overnight once a week between the months of November and April and we 've also got larvae monitoring as well where we go out and we sort of @ @ @ @ @ @ @ @ @ @ like that and see if we can find larvae in that water as well important that we minded for mosquitoes because of the diseases that they can carry that they can pass on to human beings I 've got four adult monitoring stations and we 've got about a hundred and thirty love all sites that we monitor as well we usually test the adult mosquitoes we send them down to an entomology lab in Melbourne it 's part of the Department of Environment and Primary Industries and they count that species the gender of the mosquitoes and then they take samples and try and extract the viruses from those sandals if there 's any samples that come back positive to another virus they then notify the council and the state health authorities we 've got a sentinel chicken program we 've got 20 trucks stored out of the property along the river and the veterinary officers go there once a week and they collect a blood sample and that blood samples sent down to an entomology lab in Melbourne and they can check that blood sample for arboviruses in @ @ @ @ @ @ @ @ @ @ virus is found in the blood samples then notifies the Victorian department of health as well as the council and that gives us two weeks warning that it 's potentially going to appear in the human population as well this is a little snippet of some of the work we do in environmental health for more information contact us on 58 329 731,"(-36.3779777, 145.3979815)"
